শংখচূড়,noun
শংখবণিক,noun
শংখিনী,noun
শক,noun
শকপা,root verb
শঁকচূৰ,noun
শকট,noun
শকত,adjective
শঁকা-আলু,noun
শকাব্দ,noun
শকুনি,noun
শক্তি,adjective
শক্তি,noun
শত্ৰু,noun
শগুন,noun
শচী,noun
শটবট,noun
শঠ,adjective
শঠা-মিতিৰ,noun
শণ,noun
শণী,noun
শত,noun
শতপথ-ব্ৰাক্ষণ,noun
শতভিষা,noun
শতমূল,noun
শতৰঞ্চি,noun
শতৰঞ্জ ,noun
শঁতা,root verb
শতাংশ,noun
শতাব্দ,noun
শতিকা,noun
শতুৰু,noun
শতেক,adjective
শত্ৰু,noun
শনাহী,adjective
শনি,noun
শনৈঃ,adverb
শপ্‌,root verb
শপত,noun
শপত কৰ্‌,root verb
শবদ,noun
শব্দ,noun
শব্দাৰ্থ,noun
শম,noun
শমন,noun
শমিত,adjective
শমী,adjective
শয়ন,noun
শয়েকীয়া,adjective
শয্যা,noun
শৰ,noun
শৰণ,noun
শৰণ দি,root verb
শৰণাগত,adjective
শৰণাপন্ন,adjective
শৰাই,noun
শৰাধ,noun
শৰালি,noun
শৰ্বাণী,noun
শল্‌,root verb
শলা,noun
শলাগ্‌,root verb
শলা-মাত,noun
শলাশল,adjective
শলিয়া,noun
শশী,noun
শহ,noun
শহা,noun
শাওণ,noun
শান,noun
শাপ,noun
শামুক,noun
শায়ক,noun
শায়িত,adjective
শাল,noun
শাসন,noun
শাসিত,adjective
শিকা,root verb
শিখ,noun
শিখৰ,noun
শিচ,noun
শিতান,noun
শিপা,noun
শিয়াল,noun
শিৰ,noun
শিষ্য,noun
শীঘ্ৰ,adjective
শেতুবা,noun
শেষ,noun
শো,root verb
শোচনীয়,adjective
শোটোৰা,adjective
শ্ৰম,noun
ষট্‌,noun
ষড়জ,noun
ষড়দৰ্শন,noun
ষড়ৰস,noun
ষড়ানন,noun
ষাঁঠ,noun
ষাঁঁড়,noun
ষাঁঁড় মেল্‌,root verb
ষাঠি,adjective
ষান্মাসিক,adjective
ষেত্‌কপৰা,noun
ষোড়শ,adjective
ষোড়শী,noun
ষোড়শোপচাৰ,noun
ষোল,noun
ষোল-কনীয়া,adjective
ষড়ঙ্গ,noun
ষড়ঙ্গক,noun
ষড়ঋতু,noun
ষড়ৃতু,noun
ষড়যন্ত্র,noun
ষড্‌যন্ত্র,noun
ষড্‌ৰস,noun
ষড়ৰিপূ,noun
ষন্ড,noun
ষষ্ঠ,adjective
ষষ্টি,noun
ষষ্ঠী,noun
ষাড্‌গূণ্য,noun
ষোল্ল,noun
ষোল-অনা,adjective
ষোল-নাম,noun
সও,root verb
সংকৰ,noun
সংকাশ,adjective
সংকুল,adjective
সংসদ,noun
সকাম,adjective
সকাীয়া,root verb
সঘন,adjective
স°চাৰ,noun
সজ,adjective
সজা,root verb
সজোবে,adverb
সঠিক,adjective
সততে,adverb
সতী,noun
সতেজ,adjective
সতে্য,adverb
সদয়,adjective
সধা,root verb
সফল,adjective
সভা,noun
সমন্ধি,preposition
সমাজ,noun
সমাহিক,adjective
সৰ্ব,adjective
হংস,noun
হক,noun
হকিকত,noun
হকে,adverb
হগনা,adjective
হজম,noun
হতা,root verb
হবলা,preposition
হয়,preposition
হৰ্‌,root verb
হৰি,noun
হলী,noun
হা,preposition
হাক,noun
হাচিল,adjective
হাজিৰ,adjective
হাট,noun
হাটে-বাটে,adverb
হাতী,noun
হাতে-হাতে,adverb
হাৰি,noun
হা-হা,preposition
হাহাকাৰ,noun
হিকটি,noun
হে,preposition
ক্ষন,noun
ক্ষনদা,noun
ক্ষণিক,adjective
ক্ষনে ক্ষনে,adverb
ক্ষত,noun
ক্ষএ,noun
ক্ষপণক,noun
ক্ষম্‌,root verb
ক্ষম,adjective
ক্ষমতা,noun
ক্ষমতাশালী,adjective
ক্ষমা,noun
ক্ষমা কৰ্‌,root verb
ক্ষয়,noun
ক্ষয়িত,adjective
ক্ষব্‌,root verb
ক্ষৰিত,adjective
ক্ষৰ,adjective
ক্ষালন,noun
ক্ষিতি,noun
ক্ষিপ্ৰতা,noun
ক্ষিপ্ৰতাৱে,adverb
ক্ষীৰ,noun
ক্ষূণ,noun
ক্ষেএ,noun
ক্ষন্তি,noun
ক্ষতিকৰ,adjective
ক্ষতিপূৰণ,noun
ক্ষএিয়,noun
ক্ষএিয়ধৰ্ম,noun
ক্ষমা-ৱন্ত,adjective
ক্ষন্তব্য,adjective
ক্ষয়ৰোগ,noun
ক্ষান্ত,adjective
ক্ষৰণ,noun
ক্ষান্তি,noun
ক্ষাএ,adjective
ক্ষাৰ,noun
ক্ষালিত,noun
ক্ষিপ্ৰ,adjective
ক্ষিপ্ত,adjective
ক্ষিতি-তল,noun
ক্ষীণ,adjective
ক্ষীণতা,noun
ক্ষীণকায়,adjective
ক্ষীয়মাণ,adjective
ক্ষীৰমোহন,noun
ক্ষীৰোদ,noun
ক্ষীৰোদধি,noun
ক্ষূণ্ণ,adjective
ক্ষূদ্ৰ,adjective
ক্ষূদ্ৰ্ৰতা,noun
ক্ষূদ্ৰশৌচ,noun
ক্ষূদ্ৰশৌচ কৰ্‌,root verb
ক্ষূধা,noun
ক্ষূধাকৰ,adjective
ক্ষূধা-তুৰ,adjective
ক্ষূধিত,adjective
ক্ষূব্ধ,adjective
ক্ষূব্ধতা,noun
ক্ষূভিত,adjective
ক্ষূৰ,noun
ক্ষূৰধাৰ,adjective
ক্ষেএ,noun
ক্ষেএজ,adjective
ক্ষেএপৰ্পটী,noun
ক্ষেএপাল,noun
ক্ষেপ,noun
ক্ষেপণ,noun
ক্ষেপণীয়,adjective
ক্ষেম,noun
ক্ষেমঙ্কৰ,adjective
ক্ষোদান,noun
ক্ষোদিত,adjective
ক্ষোভ,noun
ক্ষৌম,noun
ক্ষৌৰ,adjective
ক্ষৌৰ-কৰ্ম,noun
ক্ষৌৰকান,noun
ক্ষৌৰিক,noun
ক্ষূব্ধ,adjective
ক্ষৌণী,noun
আমি,pronoun
তুমি,pronoun
তোমাৰ,pronoun
আপুনি,pronoun
আপোনাৰ,pronoun
সি,pronoun
তেওঁ,pronoun
তেখেত,pronoun
